"iso3","continente_fundar","anio","valor_en_ton"
"AFG","Asia","1949","14656.0"
"AFG","Asia","1950","84272.0"
"AFG","Asia","1951","91600.0"
"AFG","Asia","1952","91600.0"
"AFG","Asia","1953","106256.0"
"AFG","Asia","1954","106256.0"
"AFG","Asia","1955","153888.0"
"AFG","Asia","1956","183200.0"
"AFG","Asia","1957","293120.0"
"AFG","Asia","1958","329760.0"
"AFG","Asia","1959","384571.0"
"AFG","Asia","1960","413885.0"
"AFG","Asia","1961","490798.0"
"AFG","Asia","1962","688594.0"
"AFG","Asia","1963","706736.0"
"AFG","Asia","1964","838551.0"
"AFG","Asia","1965","1006917.0"
"AFG","Asia","1966","1091159.0"
"AFG","Asia","1967","1281865.0"
"AFG","Asia","1968","1223391.0"
"AFG","Asia","1969","941232.0"
"AFG","Asia","1970","1670397.0"
"AFG","Asia","1971","1893554.0"
"AFG","Asia","1972","1530347.0"
"AFG","Asia","1973","1635454.0"
"AFG","Asia","1974","1913152.0"
"AFG","Asia","1975","2121383.0"
"AFG","Asia","1976","1980859.0"
"AFG","Asia","1977","2384175.0"
"AFG","Asia","1978","2153300.0"
"AFG","Asia","1979","2232754.0"
"AFG","Asia","1980","1756302.0"
"AFG","Asia","1981","1978463.0"
"AFG","Asia","1982","2094580.9"
"AFG","Asia","1983","2519954.0"
"AFG","Asia","1984","2821540.0"
"AFG","Asia","1985","3501422.0"
"AFG","Asia","1986","3133645.0"
"AFG","Asia","1987","3113826.0"
"AFG","Asia","1988","2856896.0"
"AFG","Asia","1989","2764855.0"
"AFG","Asia","1990","2024326.1"
"AFG","Asia","1991","1914301.0"
"AFG","Asia","1992","1482054.0"
"AFG","Asia","1993","1486943.0"
"AFG","Asia","1994","1453829.0"
"AFG","Asia","1995","1417327.0"
"AFG","Asia","1996","1370104.0"
"AFG","Asia","1997","1304152.0"
"AFG","Asia","1998","1278504.0"
"AFG","Asia","1999","1091640.0"
"AFG","Asia","2000","1047127.94"
"AFG","Asia","2001","1069098.0"
"AFG","Asia","2002","1340995.0"
"AFG","Asia","2003","1559602.0"
"AFG","Asia","2004","1237247.0"
"AFG","Asia","2005","1889507.0"
"AFG","Asia","2006","2159318.0"
"AFG","Asia","2007","2799909.0"
"AFG","Asia","2008","4254477.0"
"AFG","Asia","2009","6391888.0"
"AFG","Asia","2010","8364803.5"
"AFG","Asia","2011","11838316.0"
"AFG","Asia","2012","10035314.0"
"AFG","Asia","2013","9250510.0"
"AFG","Asia","2014","9170309.0"
"AFG","Asia","2015","9791093.0"
"AFG","Asia","2016","9067598.0"
"AFG","Asia","2017","9867969.0"
"AFG","Asia","2018","10818048.0"
"AFG","Asia","2019","11081621.0"
"AFG","Asia","2020","11681766.0"
"AFG","Asia","2021","11874211.0"
"ALB","Europa","1933","7328.0"
"ALB","Europa","1934","7328.0"
"ALB","Europa","1935","18320.0"
"ALB","Europa","1936","128209.99"
"ALB","Europa","1937","296725.0"
"ALB","Europa","1938","348080.0"
"ALB","Europa","1939","432352.0"
"ALB","Europa","1940","692496.0"
"ALB","Europa","1941","626485.0"
"ALB","Europa","1942","743792.0"
"ALB","Europa","1943","461664.0"
"ALB","Europa","1944","153888.0"
"ALB","Europa","1945","120912.0"
"ALB","Europa","1946","483648.0"
"ALB","Europa","1947","926992.0"
"ALB","Europa","1948","703488.0"
"ALB","Europa","1949","1014928.0"
"ALB","Europa","1950","296725.0"
"ALB","Europa","1951","402981.0"
"ALB","Europa","1952","373669.0"
"ALB","Europa","1953","413973.0"
"ALB","Europa","1954","501909.03"
"ALB","Europa","1955","663006.0"
"ALB","Europa","1956","838789.0"
"ALB","Europa","1957","1505607.0"
"ALB","Europa","1958","1201465.0"
"ALB","Europa","1959","1443319.0"
"ALB","Europa","1960","2022231.1"
"ALB","Europa","1961","2278533.0"
"ALB","Europa","1962","2461733.0"
"ALB","Europa","1963","2080617.0"
"ALB","Europa","1964","2014694.9"
"ALB","Europa","1965","2172159.0"
"ALB","Europa","1966","2549579.0"
"ALB","Europa","1967","2677493.0"
"ALB","Europa","1968","3069214.0"
"ALB","Europa","1969","3241303.0"
"ALB","Europa","1970","3739486.0"
"ALB","Europa","1971","4348023.0"
"ALB","Europa","1972","5637977.0"
"ALB","Europa","1973","5286406.0"
"ALB","Europa","1974","4341512.0"
"ALB","Europa","1975","4591172.0"
"ALB","Europa","1976","4947198.0"
"ALB","Europa","1977","5717343.0"
"ALB","Europa","1978","6491245.0"
"ALB","Europa","1979","7583971.0"
"ALB","Europa","1980","5170837.0"
"ALB","Europa","1981","7339622.0"
"ALB","Europa","1982","7307607.0"
"ALB","Europa","1983","7630809.0"
"ALB","Europa","1984","7825903.0"
"ALB","Europa","1985","7881540.0"
"ALB","Europa","1986","8058077.0"
"ALB","Europa","1987","7447081.0"
"ALB","Europa","1988","7329222.0"
"ALB","Europa","1989","8986169.0"
"ALB","Europa","1990","5520602.0"
"ALB","Europa","1991","4290226.0"
"ALB","Europa","1992","2517116.0"
"ALB","Europa","1993","2337999.0"
"ALB","Europa","1994","1923806.0"
"ALB","Europa","1995","2089065.1"
"ALB","Europa","1996","2017508.0"
"ALB","Europa","1997","1543009.0"
"ALB","Europa","1998","1754709.0"
"ALB","Europa","1999","2986196.0"
"ALB","Europa","2000","3024926.0"
"ALB","Europa","2001","3220656.0"
"ALB","Europa","2002","3748272.0"
"ALB","Europa","2003","4303499.0"
"ALB","Europa","2004","4176684.0"
"ALB","Europa","2005","4261413.0"
"ALB","Europa","2006","3910715.0"
"ALB","Europa","2007","3948970.0"
"ALB","Europa","2008","4397043.0"
"ALB","Europa","2009","4406552.0"
"ALB","Europa","2010","4783865.0"
"ALB","Europa","2011","5314676.0"
"ALB","Europa","2012","4850060.0"
"ALB","Europa","2013","5287466.0"
"ALB","Europa","2014","5999658.0"
"ALB","Europa","2015","4712137.0"
"ALB","Europa","2016","4631977.0"
"ALB","Europa","2017","5564149.0"
"ALB","Europa","2018","4984045.0"
"ALB","Europa","2019","4947485.0"
"ALB","Europa","2020","4728559.0"
"ALB","Europa","2021","4619109.0"
"DZA","África","1916","3664.0"
"DZA","África","1917","7328.0"
"DZA","África","1918","18320.0"
"DZA","África","1919","18320.0"
"DZA","África","1920","21984.0"
"DZA","África","1921","25648.0"
"DZA","África","1922","25648.0"
"DZA","África","1923","14656.0"
"DZA","África","1924","29312.0"
"DZA","África","1925","32976.0"
"DZA","África","1926","40304.0"
"DZA","África","1927","58624.0"
"DZA","África","1928","73072.0"
"DZA","África","1929","80381.0"
"DZA","África","1930","84005.0"
"DZA","África","1931","98619.0"
"DZA","África","1932","113227.0"
"DZA","África","1933","120615.0"
"DZA","África","1934","138846.0"
"DZA","África","1935","131644.0"
"DZA","África","1936","51029.0"
"DZA","África","1937","69349.0"
"DZA","África","1938","32976.0"
"DZA","África","1939","161216.0"
"DZA","África","1940","238160.0"
"DZA","África","1941","311440.0"
"DZA","África","1942","498304.0"
"DZA","África","1943","468665.0"
"DZA","África","1944","497921.0"
"DZA","África","1945","615136.0"
"DZA","África","1946","761639.0"
"DZA","África","1947","743287.0"
"DZA","África","1948","801884.0"
"DZA","África","1949","908165.0"
"DZA","África","1950","3783605.0"
"DZA","África","1951","4131178.8"
"DZA","África","1952","3889207.0"
"DZA","África","1953","3999006.0"
"DZA","África","1954","4152301.8"
"DZA","África","1955","4606578.0"
"DZA","África","1956","4995053.0"
"DZA","África","1957","5537086.0"
"DZA","África","1958","5214119.0"
"DZA","África","1959","5657017.0"
"DZA","África","1960","6151241.0"
"DZA","África","1961","6055920.0"
"DZA","África","1962","5661010.0"
"DZA","África","1963","5419154.0"
"DZA","África","1964","5643044.0"
"DZA","África","1965","6588533.0"
"DZA","África","1966","8420862.0"
"DZA","África","1967","8431587.0"
"DZA","África","1968","9050236.0"
"DZA","África","1969","11262968.0"
"DZA","África","1970","15058960.0"
"DZA","África","1971","18649530.0"
"DZA","África","1972","28322640.0"
"DZA","África","1973","38277400.0"
"DZA","África","1974","31876660.0"
"DZA","África","1975","32001206.0"
"DZA","África","1976","39131068.0"
"DZA","África","1977","41844910.0"
"DZA","África","1978","62455264.0"
"DZA","África","1979","45545550.0"
"DZA","África","1980","66416464.0"
"DZA","África","1981","46341984.0"
"DZA","África","1982","39173030.0"
"DZA","África","1983","52503910.0"
"DZA","África","1984","70946536.0"
"DZA","África","1985","72609070.0"
"DZA","África","1986","76080390.0"
"DZA","África","1987","83883496.0"
"DZA","África","1988","83708040.0"
"DZA","África","1989","79808264.0"
"DZA","África","1990","76737624.0"
"DZA","África","1991","78806830.0"
"DZA","África","1992","79883310.0"
"DZA","África","1993","81943970.0"
"DZA","África","1994","86147480.0"
"DZA","África","1995","94981416.0"
"DZA","África","1996","96786280.0"
"DZA","África","1997","87004700.0"
"DZA","África","1998","106621010.0"
"DZA","África","1999","91668216.0"
"DZA","África","2000","82221010.0"
"DZA","África","2001","83780210.0"
"DZA","África","2002","89406936.0"
"DZA","África","2003","91048400.0"
"DZA","África","2004","87853350.0"
"DZA","África","2005","106472840.0"
"DZA","África","2006","100202856.0"
"DZA","África","2007","108401944.0"
"DZA","África","2008","109031976.0"
"DZA","África","2009","120184856.0"
"DZA","África","2010","117813010.0"
"DZA","África","2011","119807544.0"
"DZA","África","2012","135674300.0"
"DZA","África","2013","140786380.0"
"DZA","África","2014","151282770.0"
"DZA","África","2015","160087460.0"
"DZA","África","2016","158748370.0"
"DZA","África","2017","166411380.0"
"DZA","África","2018","173911580.0"
"DZA","África","2019","179504830.0"
"DZA","África","2020","172504460.0"
"DZA","África","2021","176269070.0"
"AND","Europa","1750","0.0"
"AND","Europa","1751","0.0"
"AND","Europa","1752","0.0"
"AND","Europa","1753","0.0"
"AND","Europa","1754","0.0"
"AND","Europa","1755","0.0"
"AND","Europa","1756","0.0"
"AND","Europa","1757","0.0"
"AND","Europa","1758","0.0"
"AND","Europa","1759","0.0"
"AND","Europa","1760","0.0"
"AND","Europa","1761","0.0"
"AND","Europa","1762","0.0"
"AND","Europa","1763","0.0"
"AND","Europa","1764","0.0"
"AND","Europa","1765","0.0"
"AND","Europa","1766","0.0"
"AND","Europa","1767","0.0"
"AND","Europa","1768","0.0"
"AND","Europa","1769","0.0"
"AND","Europa","1770","0.0"
"AND","Europa","1771","0.0"
"AND","Europa","1772","0.0"
"AND","Europa","1773","0.0"
"AND","Europa","1774","0.0"
"AND","Europa","1775","0.0"
"AND","Europa","1776","0.0"
"AND","Europa","1777","0.0"
"AND","Europa","1778","0.0"
"AND","Europa","1779","0.0"
"AND","Europa","1780","0.0"
"AND","Europa","1781","0.0"
"AND","Europa","1782","0.0"
"AND","Europa","1783","0.0"
"AND","Europa","1784","0.0"
"AND","Europa","1785","0.0"
"AND","Europa","1786","0.0"
"AND","Europa","1787","0.0"
"AND","Europa","1788","0.0"
"AND","Europa","1789","0.0"
"AND","Europa","1790","0.0"
"AND","Europa","1791","0.0"
"AND","Europa","1792","0.0"
"AND","Europa","1793","0.0"
"AND","Europa","1794","0.0"
"AND","Europa","1795","0.0"
"AND","Europa","1796","0.0"
"AND","Europa","1797","0.0"
"AND","Europa","1798","0.0"
"AND","Europa","1799","0.0"
"AND","Europa","1800","0.0"
"AND","Europa","1801","0.0"
"AND","Europa","1802","0.0"
"AND","Europa","1803","0.0"
"AND","Europa","1804","0.0"
"AND","Europa","1805","0.0"
"AND","Europa","1806","0.0"
"AND","Europa","1807","0.0"
"AND","Europa","1808","0.0"
"AND","Europa","1809","0.0"
"AND","Europa","1810","0.0"
"AND","Europa","1811","0.0"
"AND","Europa","1812","0.0"
"AND","Europa","1813","0.0"
"AND","Europa","1814","0.0"
"AND","Europa","1815","0.0"
"AND","Europa","1816","0.0"
"AND","Europa","1817","0.0"
"AND","Europa","1818","0.0"
"AND","Europa","1819","0.0"
"AND","Europa","1820","0.0"
"AND","Europa","1821","0.0"
"AND","Europa","1822","0.0"
"AND","Europa","1823","0.0"
"AND","Europa","1824","0.0"
"AND","Europa","1825","0.0"
"AND","Europa","1826","0.0"
"AND","Europa","1827","0.0"
"AND","Europa","1828","0.0"
"AND","Europa","1829","0.0"
"AND","Europa","1830","0.0"
"AND","Europa","1831","0.0"
"AND","Europa","1832","0.0"
"AND","Europa","1833","0.0"
"AND","Europa","1834","0.0"
"AND","Europa","1835","0.0"
"AND","Europa","1836","0.0"
"AND","Europa","1837","0.0"
"AND","Europa","1838","0.0"
"AND","Europa","1839","0.0"
"AND","Europa","1840","0.0"
"AND","Europa","1841","0.0"
"AND","Europa","1842","0.0"
"AND","Europa","1843","0.0"
"AND","Europa","1844","0.0"
"AND","Europa","1845","0.0"
"AND","Europa","1846","0.0"
"AND","Europa","1847","0.0"
"AND","Europa","1848","0.0"
"AND","Europa","1849","0.0"
"AND","Europa","1850","0.0"
"AND","Europa","1851","0.0"
"AND","Europa","1852","0.0"
"AND","Europa","1853","0.0"
"AND","Europa","1854","0.0"
"AND","Europa","1855","0.0"
"AND","Europa","1856","0.0"
"AND","Europa","1857","0.0"
"AND","Europa","1858","0.0"
"AND","Europa","1859","0.0"
"AND","Europa","1860","0.0"
"AND","Europa","1861","0.0"
"AND","Europa","1862","0.0"
"AND","Europa","1863","0.0"
"AND","Europa","1864","0.0"
"AND","Europa","1865","0.0"
"AND","Europa","1866","0.0"
"AND","Europa","1867","0.0"
"AND","Europa","1868","0.0"
"AND","Europa","1869","0.0"
"AND","Europa","1870","0.0"
"AND","Europa","1871","0.0"
"AND","Europa","1872","0.0"
"AND","Europa","1873","0.0"
"AND","Europa","1874","0.0"
"AND","Europa","1875","0.0"
"AND","Europa","1876","0.0"
"AND","Europa","1877","0.0"
"AND","Europa","1878","0.0"
"AND","Europa","1879","0.0"
"AND","Europa","1880","0.0"
"AND","Europa","1881","0.0"
"AND","Europa","1882","0.0"
"AND","Europa","1883","0.0"
"AND","Europa","1884","0.0"
"AND","Europa","1885","0.0"
"AND","Europa","1886","0.0"
"AND","Europa","1887","0.0"
"AND","Europa","1888","0.0"
"AND","Europa","1889","0.0"
"AND","Europa","1890","0.0"
"AND","Europa","1891","0.0"
"AND","Europa","1892","0.0"
"AND","Europa","1893","0.0"
"AND","Europa","1894","0.0"
"AND","Europa","1895","0.0"
"AND","Europa","1896","0.0"
"AND","Europa","1897","0.0"
"AND","Europa","1898","0.0"
"AND","Europa","1899","0.0"
"AND","Europa","1900","0.0"
"AND","Europa","1901","0.0"
"AND","Europa","1902","0.0"
"AND","Europa","1903","0.0"
"AND","Europa","1904","0.0"
"AND","Europa","1905","0.0"
"AND","Europa","1906","0.0"
"AND","Europa","1907","0.0"
"AND","Europa","1908","0.0"
"AND","Europa","1909","0.0"
"AND","Europa","1910","0.0"
"AND","Europa","1911","0.0"
"AND","Europa","1912","0.0"
"AND","Europa","1913","0.0"
"AND","Europa","1914","0.0"
"AND","Europa","1915","0.0"
"AND","Europa","1916","0.0"
"AND","Europa","1917","0.0"
"AND","Europa","1918","0.0"
"AND","Europa","1919","0.0"
"AND","Europa","1920","0.0"
"AND","Europa","1921","0.0"
"AND","Europa","1922","0.0"
"AND","Europa","1923","0.0"
"AND","Europa","1924","0.0"
"AND","Europa","1925","0.0"
"AND","Europa","1926","0.0"
"AND","Europa","1927","0.0"
"AND","Europa","1928","0.0"
"AND","Europa","1929","0.0"
"AND","Europa","1930","0.0"
"AND","Europa","1931","0.0"
"AND","Europa","1932","0.0"
"AND","Europa","1933","0.0"
"AND","Europa","1934","0.0"
"AND","Europa","1935","0.0"
"AND","Europa","1936","0.0"
"AND","Europa","1937","0.0"
"AND","Europa","1938","0.0"
"AND","Europa","1939","0.0"
"AND","Europa","1940","0.0"
"AND","Europa","1941","0.0"
"AND","Europa","1942","0.0"
"AND","Europa","1943","0.0"
"AND","Europa","1944","0.0"
"AND","Europa","1945","0.0"
"AND","Europa","1946","0.0"
"AND","Europa","1947","0.0"
"AND","Europa","1948","0.0"
"AND","Europa","1949","0.0"
"AND","Europa","1950","0.0"
"AND","Europa","1951","0.0"
"AND","Europa","1952","0.0"
"AND","Europa","1953","0.0"
"AND","Europa","1954","0.0"
"AND","Europa","1955","0.0"
"AND","Europa","1956","0.0"
"AND","Europa","1957","0.0"
"AND","Europa","1958","0.0"
"AND","Europa","1959","0.0"
"AND","Europa","1960","0.0"
"AND","Europa","1961","0.0"
"AND","Europa","1962","0.0"
"AND","Europa","1963","0.0"
"AND","Europa","1964","0.0"
"AND","Europa","1965","0.0"
"AND","Europa","1966","0.0"
"AND","Europa","1967","0.0"
"AND","Europa","1968","0.0"
"AND","Europa","1969","0.0"
"AND","Europa","1970","0.0"
"AND","Europa","1971","0.0"
"AND","Europa","1972","0.0"
"AND","Europa","1973","0.0"
"AND","Europa","1974","0.0"
"AND","Europa","1975","0.0"
"AND","Europa","1976","0.0"
"AND","Europa","1977","0.0"
"AND","Europa","1978","0.0"
"AND","Europa","1979","0.0"
"AND","Europa","1980","0.0"
"AND","Europa","1981","0.0"
"AND","Europa","1982","0.0"
"AND","Europa","1983","0.0"
"AND","Europa","1984","0.0"
"AND","Europa","1985","0.0"
"AND","Europa","1986","0.0"
"AND","Europa","1987","0.0"
"AND","Europa","1988","0.0"
"AND","Europa","1989","0.0"
"AND","Europa","1990","406704.0"
"AND","Europa","1991","406704.0"
"AND","Europa","1992","406704.0"
"AND","Europa","1993","410368.0"
"AND","Europa","1994","406704.0"
"AND","Europa","1995","425024.0"
"AND","Europa","1996","454336.0"
"AND","Europa","1997","465328.0"
"AND","Europa","1998","490976.0"
"AND","Europa","1999","512960.03"
"AND","Europa","2000","523952.0"
"AND","Europa","2001","523952.0"
"AND","Europa","2002","531280.0"
"AND","Europa","2003","534944.0"
"AND","Europa","2004","560592.0"
"AND","Europa","2005","575248.0"
"AND","Europa","2006","545936.0"
"AND","Europa","2007","538608.0"
"AND","Europa","2008","538608.0"
"AND","Europa","2009","516623.97"
"AND","Europa","2010","516623.97"
"AND","Europa","2011","490976.0"
"AND","Europa","2012","487312.0"
"AND","Europa","2013","476320.0"
"AND","Europa","2014","461664.0"
"AND","Europa","2015","465328.0"
"AND","Europa","2016","468992.0"
"AND","Europa","2017","465328.0"
"AND","Europa","2018","494640.0"
"AND","Europa","2019","479984.0"
"AND","Europa","2020","448884.0"
"AND","Europa","2021","452888.0"
"AGO","África","1950","186864.0"
"AGO","África","1951","249152.0"
"AGO","África","1952","311440.0"
"AGO","África","1953","274681.0"
"AGO","África","1954","347904.0"
"AGO","África","1955","413735.0"
"AGO","África","1956","501611.0"
"AGO","África","1957","618681.0"
"AGO","África","1958","592885.0"
"AGO","África","1959","618592.0"
"AGO","África","1960","548951.0"
"AGO","África","1961","453707.0"
"AGO","África","1962","1179127.0"
"AGO","África","1963","1149723.0"
"AGO","África","1964","1222914.0"
"AGO","África","1965","1186155.0"
"AGO","África","1966","1552466.0"
"AGO","África","1967","991815.0"
"AGO","África","1968","1669539.0"
"AGO","África","1969","2783093.0"
"AGO","África","1970","3577917.0"
"AGO","África","1971","3405383.0"
"AGO","África","1972","4500532.0"
"AGO","África","1973","4873664.0"
"AGO","África","1974","4866398.0"
"AGO","África","1975","4408811.0"
"AGO","África","1976","3280042.0"
"AGO","África","1977","3527511.0"
"AGO","África","1978","5399808.0"
"AGO","África","1979","5489191.0"
"AGO","África","1980","5334352.0"
"AGO","África","1981","5266774.0"
"AGO","África","1982","4635179.0"
"AGO","África","1983","5100535.0"
"AGO","África","1984","4985847.0"
"AGO","África","1985","4676114.0"
"AGO","África","1986","4633840.0"
"AGO","África","1987","5786029.0"
"AGO","África","1988","5049306.0"
"AGO","África","1989","4922750.0"
"AGO","África","1990","5089864.0"
"AGO","África","1991","5064054.0"
"AGO","África","1992","5164449.0"
"AGO","África","1993","5748389.0"
"AGO","África","1994","3864521.0"
"AGO","África","1995","10948907.0"
"AGO","África","1996","10423993.0"
"AGO","África","1997","7347664.0"
"AGO","África","1998","7268420.0"
"AGO","África","1999","9130235.0"
"AGO","África","2000","9516064.0"
"AGO","África","2001","9670938.0"
"AGO","África","2002","12598124.0"
"AGO","África","2003","8988970.0"
"AGO","África","2004","18700614.0"
"AGO","África","2005","19005990.0"
"AGO","África","2006","22101650.0"
"AGO","África","2007","24977270.0"
"AGO","África","2008","25486268.0"
"AGO","África","2009","27564974.0"
"AGO","África","2010","28864504.0"
"AGO","África","2011","30329742.0"
"AGO","África","2012","25539988.0"
"AGO","África","2013","24718594.0"
"AGO","África","2014","25147586.0"
"AGO","África","2015","25530950.0"
"AGO","África","2016","27209698.0"
"AGO","África","2017","24304090.0"
"AGO","África","2018","22779500.0"
"AGO","África","2019","21818020.0"
"AGO","África","2020","20275732.0"
"AGO","África","2021","21362716.0"
"AIA","América del Norte Central y el Caribe","1990","51296.0"
"AIA","América del Norte Central y el Caribe","1991","51296.0"
"AIA","América del Norte Central y el Caribe","1992","54960.0"
"AIA","América del Norte Central y el Caribe","1993","65952.0"
"AIA","América del Norte Central y el Caribe","1994","65952.0"
"AIA","América del Norte Central y el Caribe","1995","65952.0"
"AIA","América del Norte Central y el Caribe","1996","69616.0"
"AIA","América del Norte Central y el Caribe","1997","69616.0"
"AIA","América del Norte Central y el Caribe","1998","76944.0"
"AIA","América del Norte Central y el Caribe","1999","80608.0"
"AIA","América del Norte Central y el Caribe","2000","87936.0"
"AIA","América del Norte Central y el Caribe","2001","95264.0"
"AIA","América del Norte Central y el Caribe","2002","95264.0"
"AIA","América del Norte Central y el Caribe","2003","102592.0"
"AIA","América del Norte Central y el Caribe","2004","120912.0"
"AIA","América del Norte Central y el Caribe","2005","128240.01"
"AIA","América del Norte Central y el Caribe","2006","142896.0"
"AIA","América del Norte Central y el Caribe","2007","150224.0"
"AIA","América del Norte Central y el Caribe","2008","150224.0"
"AIA","América del Norte Central y el Caribe","2009","146560.0"
"AIA","América del Norte Central y el Caribe","2010","150224.0"
"AIA","América del Norte Central y el Caribe","2011","142896.0"
"AIA","América del Norte Central y el Caribe","2012","142896.0"
"AIA","América del Norte Central y el Caribe","2013","117248.0"
"AIA","América del Norte Central y el Caribe","2014","139232.0"
"AIA","América del Norte Central y el Caribe","2015","153888.0"
"AIA","América del Norte Central y el Caribe","2016","153888.0"
"AIA","América del Norte Central y el Caribe","2017","142896.0"
"AIA","América del Norte Central y el Caribe","2018","142896.0"
"AIA","América del Norte Central y el Caribe","2019","153888.0"
"AIA","América del Norte Central y el Caribe","2020","131390.0"
"AIA","América del Norte Central y el Caribe","2021","144744.0"
"ATA","Antártida","1987","3664.0"
"ATA","Antártida","1988","7328.0"
"ATA","Antártida","1989","7328.0"
"ATA","Antártida","1990","10992.0"
"ATA","Antártida","1991","14656.0"
"ATA","Antártida","1992","14656.0"
"ATA","Antártida","1993","14656.0"
"ATA","Antártida","1994","14656.0"
"ATA","Antártida","1995","3664.0"
"ATA","Antártida","1996","3664.0"
"ATA","Antártida","1997","3664.0"
"ATA","Antártida","1998","3664.0"
"ATA","Antártida","1999","3664.0"
"ATA","Antártida","2000","3664.0"
"ATA","Antártida","2001","3664.0"
"ATA","Antártida","2002","3664.0"
"ATA","Antártida","2003","3664.0"
"ATA","Antártida","2004","7328.0"
"ATA","Antártida","2005","7328.0"
"ATA","Antártida","2006","7328.0"
"ATA","Antártida","2007","10992.0"
"ATG","América del Norte Central y el Caribe","1957","21984.0"
"ATG","América del Norte Central y el Caribe","1958","29312.0"
"ATG","América del Norte Central y el Caribe","1959","29312.0"
"ATG","América del Norte Central y el Caribe","1960","36640.0"
"ATG","América del Norte Central y el Caribe","1961","47632.0"
"ATG","América del Norte Central y el Caribe","1962","102592.0"
"ATG","América del Norte Central y el Caribe","1963","84272.0"
"ATG","América del Norte Central y el Caribe","1964","91600.0"
"ATG","América del Norte Central y el Caribe","1965","150224.0"
"ATG","América del Norte Central y el Caribe","1966","348080.0"
"ATG","América del Norte Central y el Caribe","1967","564256.0"
"ATG","América del Norte Central y el Caribe","1968","989280.0"
"ATG","América del Norte Central y el Caribe","1969","1256752.0"
"ATG","América del Norte Central y el Caribe","1970","461664.0"
"ATG","América del Norte Central y el Caribe","1971","425024.0"
"ATG","América del Norte Central y el Caribe","1972","373728.0"
"ATG","América del Norte Central y el Caribe","1973","329760.0"
"ATG","América del Norte Central y el Caribe","1974","428688.0"
"ATG","América del Norte Central y el Caribe","1975","707152.0"
"ATG","América del Norte Central y el Caribe","1976","403040.0"
"ATG","América del Norte Central y el Caribe","1977","465328.0"
"ATG","América del Norte Central y el Caribe","1978","490976.0"
"ATG","América del Norte Central y el Caribe","1979","406704.0"
"ATG","América del Norte Central y el Caribe","1980","142896.0"
"ATG","América del Norte Central y el Caribe","1981","106256.0"
"ATG","América del Norte Central y el Caribe","1982","293120.0"
"ATG","América del Norte Central y el Caribe","1983","84272.0"
"ATG","América del Norte Central y el Caribe","1984","146560.0"
"ATG","América del Norte Central y el Caribe","1985","249152.0"
"ATG","América del Norte Central y el Caribe","1986","249152.0"
"ATG","América del Norte Central y el Caribe","1987","274800.0"
"ATG","América del Norte Central y el Caribe","1988","285792.0"
"ATG","América del Norte Central y el Caribe","1989","285792.0"
"ATG","América del Norte Central y el Caribe","1990","219840.0"
"ATG","América del Norte Central y el Caribe","1991","212512.0"
"ATG","América del Norte Central y el Caribe","1992","208848.0"
"ATG","América del Norte Central y el Caribe","1993","216176.0"
"ATG","América del Norte Central y el Caribe","1994","216176.0"
"ATG","América del Norte Central y el Caribe","1995","223504.0"
"ATG","América del Norte Central y el Caribe","1996","238160.0"
"ATG","América del Norte Central y el Caribe","1997","256480.02"
"ATG","América del Norte Central y el Caribe","1998","271136.0"
"ATG","América del Norte Central y el Caribe","1999","282128.0"
"ATG","América del Norte Central y el Caribe","2000","293120.0"
"ATG","América del Norte Central y el Caribe","2001","296784.0"
"ATG","América del Norte Central y el Caribe","2002","329760.0"
"ATG","América del Norte Central y el Caribe","2003","351744.0"
"ATG","América del Norte Central y el Caribe","2004","366400.0"
"ATG","América del Norte Central y el Caribe","2005","373728.0"
"ATG","América del Norte Central y el Caribe","2006","384720.0"
"ATG","América del Norte Central y el Caribe","2007","406704.0"
"ATG","América del Norte Central y el Caribe","2008","417696.0"
"ATG","América del Norte Central y el Caribe","2009","443344.0"
"ATG","América del Norte Central y el Caribe","2010","454336.0"
"ATG","América del Norte Central y el Caribe","2011","443344.0"
"ATG","América del Norte Central y el Caribe","2012","458000.0"
"ATG","América del Norte Central y el Caribe","2013","461664.0"
"ATG","América del Norte Central y el Caribe","2014","461664.0"
"ATG","América del Norte Central y el Caribe","2015","479984.0"
"ATG","América del Norte Central y el Caribe","2016","490976.0"
"ATG","América del Norte Central y el Caribe","2017","490976.0"
"ATG","América del Norte Central y el Caribe","2018","498304.0"
"ATG","América del Norte Central y el Caribe","2019","498304.0"
"ATG","América del Norte Central y el Caribe","2020","425453.0"
"ATG","América del Norte Central y el Caribe","2021","468695.0"
"ARG","América del Sur","1887","1084544.0"
"ARG","América del Sur","1888","890352.0"
"ARG","América del Sur","1889","1755056.0"
"ARG","América del Sur","1890","1370336.0"
"ARG","América del Sur","1891","937984.0"
"ARG","América del Sur","1892","1384992.0"
"ARG","América del Sur","1893","1553536.0"
"ARG","América del Sur","1894","1993216.0"
"ARG","América del Sur","1895","2264352.0"
"ARG","América del Sur","1896","2304656.0"
"ARG","América del Sur","1897","2081152.0"
"ARG","América del Sur","1898","2348624.0"
"ARG","América del Sur","1899","2920208.0"
"ARG","América del Sur","1900","2070159.9"
"ARG","América del Sur","1901","2491520.0"
"ARG","América del Sur","1902","2813952.0"
"ARG","América del Sur","1903","2861584.0"
"ARG","América del Sur","1904","3795904.0"
"ARG","América del Sur","1905","3982768.0"
"ARG","América del Sur","1906","6254448.0"
"ARG","América del Sur","1907","6254448.0"
