"iso3","anio","valor_en_twh"
"VGB","2020","0.0"
"VGB","2021","0.0"
"BRN","2000","0.0"
"BRN","2001","0.0"
"BRN","2002","0.0"
"BRN","2003","0.0"
"BRN","2004","0.0"
"BRN","2005","0.0"
"BRN","2006","0.0"
"BRN","2007","0.0"
"BRN","2008","0.0"
"BRN","2009","0.0"
"BRN","2010","0.0"
"BRN","2011","0.0"
"BRN","2012","0.0"
"BRN","2013","0.0"
"BRN","2014","0.0"
"BRN","2015","0.0"
"BRN","2016","0.0"
"BRN","2017","0.0"
"BRN","2018","0.0"
"BRN","2019","0.0"
"BRN","2020","0.0"
"BRN","2021","0.0"
"BGR","1965","0.0"
"BGR","1966","0.0"
"BGR","1967","0.0"
"BGR","1968","0.0"
"BGR","1969","0.0"
"BGR","1970","0.0"
"BGR","1971","0.0"
"BGR","1972","0.0"
"BGR","1973","0.0"
"BGR","1974","0.928"
"BGR","1975","2.554"
"BGR","1976","4.989"
"BGR","1977","5.884"
"BGR","1978","5.91"
"BGR","1979","6.18"
"BGR","1980","6.165"
"BGR","1981","9.119"
"BGR","1982","10.746"
"BGR","1983","12.318"
"BGR","1984","12.735"
"BGR","1985","13.131"
"BGR","1986","12.07"
"BGR","1987","12.436"
"BGR","1988","16.03"
"BGR","1989","14.566"
"BGR","1990","14.66"
"BGR","1991","13.18"
"BGR","1992","11.55"
"BGR","1993","13.97"
"BGR","1994","15.34"
"BGR","1995","17.26"
"BGR","1996","18.08"
"BGR","1997","17.75"
"BGR","1998","16.9"
"BGR","1999","15.81"
"BGR","2000","18.18"
"BGR","2001","19.55"
"BGR","2002","20.22"
"BGR","2003","17.28"
"BGR","2004","16.82"
"BGR","2005","18.65"
"BGR","2006","19.49"
"BGR","2007","14.64"
"BGR","2008","15.77"
"BGR","2009","15.26"
"BGR","2010","15.25"
"BGR","2011","16.31"
"BGR","2012","15.78"
"BGR","2013","14.17"
"BGR","2014","15.87"
"BGR","2015","15.38"
"BGR","2016","15.78"
"BGR","2017","15.55"
"BGR","2018","16.13"
"BGR","2019","16.56"
"BGR","2020","16.63"
"BGR","2021","16.49"
"BGR","2022","16.46"
"BFA","2000","0.0"
"BFA","2001","0.0"
"BFA","2002","0.0"
"BFA","2003","0.0"
"BFA","2004","0.0"
"BFA","2005","0.0"
"BFA","2006","0.0"
"BFA","2007","0.0"
"BFA","2008","0.0"
