"anio","tipo_energia","valor_en_twh","porcentaje"
"2006","Total","143408.5961","100.0"
"2007","Biocombustibles","397.3358","0.269641142"
"2007","Biomasa tradicional ","11911.0","8.083076443"
"2007","Carbón","40231.242","27.30183901"
"2007","Eólica","484.96048","0.32910525"
"2007","Gas natural","29315.736","19.89432752"
"2007","Hidro","8687.896","5.895804508"
"2007","Nuclear","7450.836","5.056307359"
"2007","Otras renovables","913.1756","0.619701803"
"2007","Petróleo","47942.97","32.53519364"
"2007","Solar","22.108496","0.01500333"
"2007","Total","147357.2604","100.0"
"2008","Biocombustibles","538.46704","0.361714725"
"2008","Biomasa tradicional ","11829.0","7.946119567"
"2008","Carbón","40780.08","27.39398019"
"2008","Eólica","622.1905","0.41795588"
"2008","Gas natural","30026.16","20.17004459"
"2008","Hidro","9137.472","6.138088178"
"2008","Nuclear","7381.6016","4.958583896"
"2008","Otras renovables","976.6638","0.656072984"
"2008","Petróleo","47537.797","31.93347019"
"2008","Solar","35.682663","0.023969795"
"2008","Total","148865.1146","100.0"
"2009","Biocombustibles","610.6535","0.416612135"
"2009","Biomasa tradicional ","11747.0","8.014271178"
"2009","Carbón","40144.2","27.38797183"
"2009","Eólica","773.0175","0.527383321"
"2009","Gas natural","29405.35","20.06150072"
"2009","Hidro","9066.387","6.185450245"
"2009","Nuclear","7232.23","4.934115301"
"2009","Otras renovables","1049.1632","0.715780914"
"2009","Petróleo","46489.17","31.71676302"
"2009","Solar","58.852226","0.040151332"
"2009","Total","146576.0234","100.0"
"2010","Biocombustibles","699.7631","0.457383753"
"2010","Biomasa tradicional ","11667.0","7.625861164"
"2010","Carbón","41937.48","27.4114511"
"2010","Eólica","961.486","0.628452794"
"2010","Gas natural","31593.695","20.65047842"
"2010","Hidro","9520.602","6.222918406"
"2010","Nuclear","7373.091","4.819248163"
"2010","Otras renovables","1173.9039","0.767294777"
"2010","Petróleo","47971.41","31.35538806"
"2010","Solar","94.12616","0.061523359"
"2010","Total","152992.5572","100.0"
"2011","Biocombustibles","735.38153","0.471000142"
"2011","Biomasa tradicional ","11553.0","7.399512257"
"2011","Carbón","43895.938","28.11464825"
"2011","Eólica","1215.6783","0.778622564"
"2011","Gas natural","32349.238","20.71917104"
"2011","Hidro","9635.082","6.171116364"
"2011","Nuclear","7021.4863","4.497149999"
"2011","Otras renovables","1232.3865","0.7893239"
"2011","Petróleo","48312.62","30.94346264"
"2011","Solar","181.10184","0.11599284"
"2011","Total","156131.9125","100.0"
"2012","Biocombustibles","762.47174","0.48228183"
"2012","Biomasa tradicional ","11441.0","7.236709408"
"2012","Carbón","44022.523","27.84531128"
"2012","Eólica","1454.6062","0.920073628"
"2012","Gas natural","33203.004","21.00170365"
"2012","Hidro","9985.715","6.316206423"
"2012","Nuclear","6500.3687","4.111640532"
"2012","Otras renovables","1334.975","0.844403998"
"2012","Petróleo","49113.688","31.06559637"
"2012","Solar","278.36545","0.176072884"
"2012","Total","158096.7171","100.0"
"2013","Biocombustibles","828.65063","0.51613144"
"2013","Biomasa tradicional ","11330.0","7.056977936"
"2013","Carbón","44670.625","27.82344352"
"2013","Eólica","1732.0238","1.07880439"
"2013","Gas natural","33741.91","21.01640904"
"2013","Hidro","10324.202","6.43050889"
"2013","Nuclear","6512.8066","4.056551852"
"2013","Otras renovables","1442.059","0.898197577"
"2013","Petróleo","49590.31","30.88770728"
"2013","Solar","377.72363","0.235268078"
"2013","Total","160550.3107","100.0"
"2014","Biocombustibles","878.8694","0.542450327"
"2014","Biomasa tradicional ","11220.0","6.925138903"
"2014","Carbón","44858.12","27.68705097"
"2014","Eólica","1912.321","1.180310923"
"2014","Gas natural","33977.36","20.97129568"
"2014","Hidro","10535.74","6.502804184"
"2014","Nuclear","6606.008","4.07731934"
"2014","Otras renovables","1560.9077","0.963413782"
"2014","Petróleo","49934.684","30.82037636"
"2014","Solar","534.40076","0.329839527"
"2014","Total","162018.4109","100.0"
"2015","Biocombustibles","912.97784","0.559542415"
"2015","Biomasa tradicional ","11111.0","6.80966777"
"2015","Carbón","43669.83","26.76420069"
"2015","Eólica","2238.8726","1.372151794"
"2015","Gas natural","34788.023","21.32075232"
"2015","Hidro","10447.261","6.402877916"
"2015","Nuclear","6655.106","4.078756263"
"2015","Otras renovables","1688.6459","1.03493093"
"2015","Petróleo","50964.02","31.23463635"
"2015","Solar","689.34564","0.422483556"
"2015","Total","163165.082","100.0"
"2016","Biocombustibles","953.7291","0.578033142"
"2016","Biomasa tradicional ","11111.0","6.734120038"
"2016","Carbón","42715.14","25.88865811"
"2016","Eólica","2575.6694","1.561053633"
"2016","Gas natural","35592.57","21.57183321"
"2016","Hidro","10746.731","6.513345025"
"2016","Nuclear","6714.155","4.069294008"
"2016","Otras renovables","1714.8402","1.039324971"
"2016","Petróleo","51992.56","31.51148773"
"2016","Solar","879.17914","0.532850136"
"2016","Total","164995.5738","100.0"
"2017","Biocombustibles","974.0694","0.579040955"
"2017","Biomasa tradicional ","11111.0","6.60499555"
"2017","Carbón","43129.867","25.63878855"
"2017","Eólica","3037.927","1.805912548"
"2017","Gas natural","36521.11","21.71017631"
"2017","Hidro","10834.706","6.44075105"
"2017","Nuclear","6734.279","4.003229487"
"2017","Otras renovables","1826.1881","1.085587641"
"2017","Petróleo","52866.46","31.42676024"
"2017","Solar","1185.5515","0.704757662"
"2017","Total","168221.158","100.0"
"2018","Biocombustibles","1049.8936","0.608585462"
"2018","Biomasa tradicional ","11111.0","6.440646047"
"2018","Carbón","43795.4","25.38661415"
"2018","Eólica","3358.8267","1.946990722"
"2018","Gas natural","38355.83","22.23349157"
"2018","Hidro","11084.954","6.42554812"
"2018","Nuclear","6855.408","3.973832817"
"2018","Otras renovables","1973.996","1.144254301"
"2018","Petróleo","53405.137","30.95703217"
"2018","Solar","1523.3044","0.883004632"
"2018","Total","172513.7497","100.0"
"2019","Biocombustibles","1124.6016","0.645305312"
"2019","Biomasa tradicional ","11111.0","6.375579873"
"2019","Carbón","43534.613","24.98050602"
"2019","Eólica","3744.7256","2.148753232"
"2019","Gas natural","39058.266","22.41194263"
"2019","Hidro","11185.189","6.418150109"
"2019","Nuclear","7071.7817","4.057844395"
"2019","Otras renovables","2072.3691","1.189141817"
"2019","Petróleo","53512.844","30.70609407"
"2019","Solar","1858.954","1.06668254"
"2019","Total","174274.344","100.0"
"2020","Biocombustibles","1073.7583","0.637363277"
"2020","Biomasa tradicional ","11111.0","6.595286267"
"2020","Carbón","42233.39","25.06896743"
"2020","Eólica","4186.181","2.484840434"
"2020","Gas natural","38603.406","22.91427535"
"2020","Hidro","11448.027","6.795339327"
"2020","Nuclear","6776.866","4.02262364"
"2020","Otras renovables","2182.6973","1.295609174"
"2020","Petróleo","48609.645","28.85379571"
"2020","Solar","2243.835","1.331899393"
"2020","Total","168468.8056","100.0"
"2021","Biocombustibles","1142.8717","0.645481764"
"2021","Biomasa tradicional ","11111.0","6.275374461"
"2021","Carbón","44564.812","25.16973117"
"2021","Eólica","4851.594","2.740128619"
"2021","Gas natural","40670.66","22.9703556"
"2021","Hidro","11222.36","6.338269402"
"2021","Nuclear","7037.069","3.974461622"
"2021","Otras renovables","2335.3115","1.318959063"
"2021","Petróleo","51349.656","29.0017388"
"2021","Solar","2771.829","1.565499497"
"2021","Total","177057.1632","100.0"
"2022","Biocombustibles","1199.2067","0.670327324"
"2022","Biomasa tradicional ","11111.0","6.210778252"
"2022","Carbón","44854.035","25.07231258"
"2022","Eólica","5487.6","3.067434681"
"2022","Gas natural","39413.043","22.03093064"
"2022","Hidro","11299.816","6.316321795"
"2022","Nuclear","6702.3394","3.746444405"
"2022","Otras renovables","2413.8076","1.34925963"
"2022","Petróleo","52969.59","29.60871007"
"2022","Solar","3448.2373","1.927480626"
"2022","Total","178898.675","100.0"
